id,text,Anger,Fear,Joy,Sadness,Surprise
eng_train_track_b_00279,She commented on everything that went into my mouth.,1,0,0,0,0
eng_train_track_b_00280,I felt a gun pressed against my forehead and looked up.,0,3,0,0,1
eng_train_track_b_00281,Threw my underwear away in their kitchen garbage.,0,1,0,0,1
eng_train_track_b_00282,I run to grab my friend only to see him dancing with another asian girl.,2,0,0,1,2
eng_train_track_b_00283,"I feel my head hurting, and the next thing I know school's over, I'm in the front of it with him and Traci, and he's pointing a finger at me and sort-of-yelling-sort-of-talking, and saying `` You faker! ''",1,2,0,2,1
eng_train_track_b_00284,"She was Brazilian, or Chinese, or something weird.",0,1,0,0,1
eng_train_track_b_00285,so stop shoving shit down my throat and into my head.,3,1,0,0,0
eng_train_track_b_00286,I felt him press his face to my hair and start to whisper soothing things at me but I still couldn't hear anything but the pounding of my heart.,0,3,0,0,0
eng_train_track_b_00287,"Despite my anxiety, You were there with me, Diligently working in my heart, Stripping me of all of my pretense, Scourging me of all of my arrogance, Revealing each of my self-serving ways, Which have made my life a wasteland.",0,1,1,1,0
eng_train_track_b_00288,So I decide to just lean against the railing and smoke my cigarette with a stupid look on my face.,0,0,0,0,0
eng_train_track_b_00289,"So many people from my family have seen someone in the reflection, always in the same place, matching the same description.",0,2,0,0,2
eng_train_track_b_00290,"The two proceeded to grab my body, one at the knees and the other at my shoulders.",0,1,0,0,0
eng_train_track_b_00291,My eyes were glassed over.,0,1,0,1,0
eng_train_track_b_00292,"One day during practice, the question was read, ""Finish, the opening line of the traditional American song which begins, 'I wish I was-'""",0,0,0,0,1
eng_train_track_b_00293,"I just happened to hold the stresses and frustrations ( that most kids probably have with school, parents, new friends ) in my eyes.",0,2,0,2,0
eng_train_track_b_00294,"To this day, we're still not too sure of where it came from.",0,2,0,0,2
eng_train_track_b_00295,"They fit the intended recipient, but are entirely too big for my feet.",0,0,0,1,0
eng_train_track_b_00296,About 2 weeks ago I thought I pulled a muscle in my calf.,0,1,0,1,0
eng_train_track_b_00297,"X-rays do not show soft tissue damage, and I knew my bones were fine.",0,0,0,0,0
eng_train_track_b_00298,I remember swinging on the swings one day when I was in elementary school.,0,0,2,0,0
eng_train_track_b_00299,") This event happened after the war, but before the wall went up.",0,0,0,0,1
eng_train_track_b_00300,"Made sense, they removed all identifiable information.",0,0,0,0,1
eng_train_track_b_00301,"Once we got them all back into the room, one little girl ( the youngest of this group ) roughly pushed a little boy who was standing near me ( I was sitting with my legs blocking the doorway ) into the door jamb in her attempt to get out.",0,1,0,0,1
eng_train_track_b_00302,They were extremely close.,0,0,1,0,0
eng_train_track_b_00303,I tried to fight but I received a strong hit on my back of the head and everything around became so dark.,2,3,0,2,1
eng_train_track_b_00304,"My eyes are half-closed, heavy from the liquor and not sleepin, but still they're watchful of the tender, who they suspect of fueling the glass every time I leave to piss.",0,1,0,0,0
eng_train_track_b_00305,"My throat felt like I was choking down hot, spiked coals.",0,3,0,1,0
eng_train_track_b_00306,I also brought my bike to the beach and held it over my head standing in the ocean.,0,0,0,0,0
eng_train_track_b_00307,"I had no strength to reach for it, although I craved for it-since the hot water stopped flushing my skin, I felt icy needles and blades of cold air attacking my skin.",0,3,0,2,0
eng_train_track_b_00308,"Still numb.The numbness never left my arm, it was crazy.",0,2,0,1,0
eng_train_track_b_00309,The line went dead.,0,1,0,1,1
eng_train_track_b_00310,"My limbs wouldn't move properly then, nothingness.",0,3,0,2,0
eng_train_track_b_00311,"We all refer to it as the witch scream, and to this day I have no idea what made it.",0,2,0,0,3
eng_train_track_b_00312,He ended up skidding down the bark and scraping raw the insides of his thighs.,0,2,0,1,1
eng_train_track_b_00313,"The room smells like a rotting corpse, so it's nasty.",1,2,0,1,0
eng_train_track_b_00314,My friends were amazed none the less.,0,0,2,0,2
eng_train_track_b_00315,I can't bend or twist my head and no lifting anything over 10 pounds.,0,2,0,1,0
eng_train_track_b_00316,"I met my best female friend on omegle, she lives 3000 miles away from me and we have never met.",0,1,2,0,1
eng_train_track_b_00317,My heart is aching today.,0,1,0,2,0
eng_train_track_b_00318,"after the half day practice on wednesday, my arms were literally black and blue!",0,1,0,2,0
eng_train_track_b_00319,"I tried my best to keep my revulsion hidden, for things like that tend to turn my stomach, especially when the vendors claim that it is art.",0,1,0,1,0
eng_train_track_b_00320,We never said anything but just continued home.,0,0,0,1,0
eng_train_track_b_00321,Standing in court on my 23rd birthday being sentenced was the most ball shattering terrifying moment of my life,0,3,0,2,1
eng_train_track_b_00322,"My ankles were cuffed together, and then pulled over my head and secured to the bottom of the fence as well, catching my heels in the chain link fence.",1,2,0,1,0
eng_train_track_b_00323,Then my heart dropped.,0,2,0,2,0
eng_train_track_b_00324,It made me lose my balance and I had to lean against the bar and grab my head.,0,2,0,0,0
eng_train_track_b_00325,"So, I am from a science background and analyze everything skeptically.",0,0,0,0,0
eng_train_track_b_00326,Then it began to snow... hard.,0,1,0,0,1
eng_train_track_b_00327,"I tried to punch him, but my arms were tied behind my back.",2,2,0,0,0
eng_train_track_b_00328,"Middle school, the entire 8th grade class had to do this thing called a ""cultural fair"" where we research our lineage/cultural roots, and present it after school at night for all families to see.",0,1,1,0,0
eng_train_track_b_00329,Actually I remember a couple of little snippets -- at some point my chest hurting really bad and my throat was sore.,0,1,0,2,0
eng_train_track_b_00330,Which means I keep thinking about filing down or knocking off part of my tooth.,0,1,0,0,0
eng_train_track_b_00331,I certainly didn't.,0,0,0,0,0
eng_train_track_b_00332,"My skin blossomed in red blisters from the tape and from the places where the sheet was wrinkled against me -- such a Princess and the Pea thing, I know, but fascinating to the medical staff, who declared me to have `` bizarrely soft skin. ''",0,1,0,1,0
eng_train_track_b_00333,I was still naked.,0,2,0,0,1
eng_train_track_b_00334,"Additionally, there was snow on the ground outside, but we found no footprints around the house and no mud or water in the kitchen where the intruder had been walking.",0,2,0,0,2
eng_train_track_b_00335,"Sorry I missed you, call you later.",0,0,1,0,0
eng_train_track_b_00336,NEVER saw the kid again.,0,0,0,1,0
eng_train_track_b_00337,It was very weird.,0,1,0,0,1
eng_train_track_b_00338,He wrapped his little fingers around mine and my heart melted.,0,0,3,0,0
eng_train_track_b_00339,i think its more like i want to write it down so its not trapped inside my head when i die.,0,1,0,2,0
eng_train_track_b_00340,Twice I got it in my hands but it slipped out and bashed itself into the window again.,1,1,0,0,0
eng_train_track_b_00341,"White male, middle aged, male pattern baldness, coke bottle glasses.",0,0,0,0,0
eng_train_track_b_00342,A flame struck out at my thumb and body and I was taken back by great surprise.,0,1,0,0,3
eng_train_track_b_00343,Be still my heart.,0,0,1,0,1
eng_train_track_b_00344,This shrapnel bomb shattered the pieces of plastic into my face and legs.,1,3,0,2,1
eng_train_track_b_00345,"I also remember the chandelier campfires, and it was what inspired me for almost a year to tape pieces of mirror under my eyes so I could pretend I was walking on the ceilings ( though I always got a bit freaked out when I walked outside ).",0,1,0,0,0
eng_train_track_b_00346,I closed my eyes and more tears glided down my cheeks.,0,0,0,3,0
eng_train_track_b_00347,I was walking next to the truck on one of those raised cement curb bumpers when my ankle folded in half.,0,2,0,2,0
eng_train_track_b_00348,That's pretty creepy.,0,2,0,0,1
eng_train_track_b_00349,"Of course, he realizes what she actually said after the fact.",0,0,1,0,1
eng_train_track_b_00350,"Geez, and I'm having a hard enough time paying for my own wedding!Anyway, I checked flights later in the week only to almost gouge my eyes out when I saw how much flights were now going for.",1,1,0,0,0
eng_train_track_b_00351,I'm keeping my fingers and toes crossed for both of them.,0,1,1,0,0
eng_train_track_b_00352,the blame too easy to place on my shoulders.,1,0,0,1,0
eng_train_track_b_00353,"I also wrote down on a piece of paper ""You are fascinating.",0,0,2,0,0
eng_train_track_b_00354,well come to know i slip on the egde of the pool i do this twisting action thing hit my hip or leg on the side of the pool and then fell in with all of my clothes on.,0,2,0,0,1
eng_train_track_b_00355,"My shoulder ached but moved all right, and I felt a tightness on my neck.",0,1,0,0,0
eng_train_track_b_00356,"I keep looking around me, and it seems each time I do, I find more blessings, that have become long lost answers, spread over the forgotten wishes of my heart.",0,0,1,0,0
eng_train_track_b_00357,"Is it too hard to forget someone from the past, i wish i could, but its very hard, I think my heart is too big and i have to much room.",0,0,0,2,0
eng_train_track_b_00358,"Fox arose from his limp slumber, And drank cold water From my eyes.",0,0,0,1,0
eng_train_track_b_00359,I stop and wait.,0,1,0,0,0
eng_train_track_b_00360,"I say cool, how did he meet her.",0,0,1,0,1
eng_train_track_b_00361,The funeral home has since been shut down.,0,1,0,2,1
eng_train_track_b_00362,"I want to tell him, but I'm not ready to be lectured and have my head chewed off.",2,2,0,0,0
eng_train_track_b_00363,It leaves both my hands free to be able to type.,0,0,1,0,0
eng_train_track_b_00364,My brain's been cooking up too many ideas that I can't even write out for future references.,0,1,0,0,0
eng_train_track_b_00365,I have never been so embarrassed.,0,1,0,2,0
eng_train_track_b_00366,Ill pay you back!,0,0,1,0,0
eng_train_track_b_00367,"This did not seem to be a malicious spirit, just curious.",0,1,0,0,1
eng_train_track_b_00368,The asphalt was so hot it had burned the balls of my feet to the point of blistering from standing on it.,1,2,0,0,0
eng_train_track_b_00369,"In order to buy food at the festival, you have to go to a tent and buy food tickets.",0,0,0,0,0
eng_train_track_b_00370,"Broke up a bit later, pretty sure she was/is bipolar.",1,1,0,2,0
eng_train_track_b_00371,"I remembered how I dragged his box into the bedroom and the way we had fallen asleep together, my arm dangling over the side of the bed to comfort him.",0,0,1,0,0
eng_train_track_b_00372,My friend set me up on a blind date with this woman.,0,1,1,0,1
eng_train_track_b_00373,"I have a temperature, stomach cramps and a rash all over my chest and trunk.",0,1,0,2,0
eng_train_track_b_00374,And probably murder me.,0,3,0,0,0
eng_train_track_b_00375,"I went up on stage and sang my heart out, and afterwards signed up to sing another song with Becca ( alas we ran out of time ), and though I don't know any dance moves, I got a bit of a rythm, so it was all good!",0,0,2,0,0
eng_train_track_b_00376,melancholy I got up for work this morning and turned on the news like usual but i heard a story that broke my heart and brought me to tears.,0,1,0,3,0
eng_train_track_b_00377,And now my lips are sealed.,0,0,0,0,0
eng_train_track_b_00378,I could not believe how fast it went considering I had to stay on my back the whole labor.,0,1,0,0,1
eng_train_track_b_00379,"I first had weakness in my left hand and gradually lost the use of my hands, arms and legs.",0,2,0,3,0
eng_train_track_b_00380,Grief does funny things.,0,1,0,2,1
